id,destino,prioridad,peso
1018,Tunja,5,18.3
1019,Sincelejo,4,5.0
1020,Santa Marta,2,19.6
1021,Manizales,2,6.9
1022,Barranquilla,5,21.5
1023,Barranquilla,5,5.4
1024,Armenia,1,22.0
1025,Neiva,2,24.4
1026,Popayán,4,9.4
1027,Santa Marta,2,12.4
1028,Barranquilla,3,19.9
1029,Pasto,4,23.0
1030,Medellín,2,18.1
1031,Ipiales,3,22.2
1032,Popayán,5,9.2
1033,Bogotá,3,4.9
1034,Neiva,1,11.7
1035,Ipiales,1,20.8
1036,Armenia,4,7.6
1037,Valledupar,3,5.2
1038,Armenia,3,19.9
1039,Montería,2,13.8
1040,Bucaramanga,4,16.6
1041,Bucaramanga,3,8.7
1042,Cali,1,18.5
1043,Cartagena,4,13.3
1044,Barranquilla,3,8.2
1045,Pereira,3,8.7
1046,Riohacha,2,16.2
1047,Ipiales,1,13.4
1048,Pasto,3,23.9
1049,Pereira,4,16.3
1050,Cali,5,17.2
1051,Cartagena,3,23.5
1052,Bucaramanga,5,14.9
1053,Montería,2,4.7
1054,Bogotá,4,11.2
1055,Barranquilla,4,15.1
1056,Riohacha,3,14.0
1057,Bucaramanga,3,13.0
1058,Tunja,4,23.3
1059,Riohacha,2,19.4
1060,Valledupar,1,21.6
1061,Villavicencio,2,11.5
1062,Santa Marta,2,6.5
1063,Montería,2,11.0
1064,Villavicencio,4,14.6
1065,Popayán,5,15.6
1066,Santa Marta,3,11.8
1067,Villavicencio,5,15.1
1068,Santa Marta,2,23.5
1069,Bucaramanga,4,17.2
1070,Medellín,3,17.6
1071,Ipiales,3,14.3
1072,Cali,5,8.5
1073,Tunja,4,24.1
1074,Bogotá,1,20.8
1075,Bogotá,5,8.0
1076,Riohacha,4,5.0
1077,Manizales,3,18.3
1078,Barranquilla,3,16.3
1079,Medellín,4,16.5
1080,Neiva,2,17.4
1081,Valledupar,5,14.9
1082,Valledupar,3,24.5
1083,Valledupar,4,9.4
1084,Medellín,1,20.3
1085,Riohacha,4,19.4
1086,Ipiales,1,5.3
1087,Pereira,3,5.5
1088,Cali,3,9.6
1089,Pasto,5,18.8
1090,Neiva,4,10.9
1091,Manizales,3,20.0
1092,Riohacha,5,10.6
1093,Santa Marta,1,5.4
1094,Pereira,3,17.0
1095,Armenia,3,23.0
1096,Barranquilla,5,4.9
1097,Sincelejo,2,24.3
1098,Neiva,1,18.6
1099,Medellín,3,12.4
1100,Cartagena,5,20.3
1101,Sincelejo,5,20.6
1102,Cartagena,2,16.6
1103,Villavicencio,4,16.5
1104,Tunja,1,20.4
1105,Santa Marta,2,21.0
1106,Santa Marta,5,11.1
1107,Cali,2,14.1
1108,Sincelejo,2,10.4
1109,Montería,2,23.9
1110,Bogotá,4,22.3
1111,Pasto,1,10.5
1112,Riohacha,2,23.8
1113,Bucaramanga,3,9.4
1114,Bogotá,2,8.2
1115,Bogotá,3,21.7
1116,Popayán,2,18.9
1117,Neiva,4,17.5
1118,Barranquilla,1,16.5
1119,Armenia,1,18.4
1120,Cali,4,19.0
1121,Riohacha,3,13.3
1122,Barranquilla,3,8.8
1123,Cartagena,4,9.2
1124,Pereira,1,16.7
1125,Neiva,5,12.7
1126,Villavicencio,1,24.2
1127,Santa Marta,3,8.5
1128,Bogotá,5,15.6
1129,Sincelejo,4,18.7
1130,Cali,2,15.9
1131,Pasto,1,24.4
1132,Pereira,3,22.5
1133,Bucaramanga,1,6.5
1134,Manizales,3,10.1
1135,Villavicencio,5,14.9
1136,Bogotá,2,7.8
1137,Tunja,1,12.5
1138,Bogotá,3,7.5
1139,Cali,4,16.2
1140,Santa Marta,5,19.6
1141,Bucaramanga,1,12.6
1142,Cali,4,10.7
1143,Ipiales,5,15.5
1144,Valledupar,3,16.2
1145,Tunja,5,16.1
1146,Manizales,4,10.8
1147,Bogotá,1,13.9
1148,Bogotá,2,20.1
1149,Riohacha,2,15.8
1150,Armenia,4,5.0
1151,Sincelejo,4,10.3
1152,Barranquilla,4,6.2
1153,Sincelejo,1,6.1
1154,Medellín,3,13.3
1155,Bogotá,2,9.3
1156,Armenia,3,14.6
1157,Neiva,3,9.4
1158,Pasto,1,17.3
1159,Barranquilla,5,8.8
1160,Ipiales,4,5.4
1161,Bucaramanga,5,19.2
1162,Pasto,4,18.7
1163,Cartagena,1,16.1
1164,Riohacha,5,6.6
1165,Neiva,5,16.2
1166,Barranquilla,3,20.0
1167,Cali,3,20.8
1168,Neiva,2,18.0
1169,Pereira,1,24.0
1170,Bogotá,1,6.0
1171,Neiva,3,24.7
1172,Armenia,5,11.0
1173,Medellín,4,23.7
1174,Villavicencio,3,9.4
1175,Ipiales,1,19.0
1176,Villavicencio,3,9.3
1177,Valledupar,5,9.6
1178,Bucaramanga,4,9.5
1179,Sincelejo,3,18.5
1180,Valledupar,4,11.0
1181,Villavicencio,1,23.6
1182,Barranquilla,3,16.4
1183,Ipiales,4,10.0
1184,Sincelejo,4,18.7
1185,Santa Marta,2,14.5
1186,Villavicencio,2,18.0
1187,Ipiales,3,12.9
1188,Bucaramanga,3,6.7
1189,Manizales,2,24.7
1190,Valledupar,2,19.5
1191,Armenia,1,19.6
1192,Pereira,3,14.9
1193,Popayán,5,7.4
1194,Valledupar,4,14.6
1195,Medellín,1,20.9
1196,Manizales,5,19.0
1197,Medellín,2,6.6
1198,Bogotá,3,10.3
1199,Tunja,4,17.7
1200,Riohacha,2,21.5
1201,Manizales,1,13.0
1202,Pereira,3,10.2
1203,Bucaramanga,3,22.3
1204,Armenia,4,7.7
1205,Cartagena,4,14.3
1206,Neiva,1,6.6
1207,Sincelejo,5,6.9
1208,Pereira,3,4.7
1209,Neiva,2,16.4
1210,Armenia,3,16.2
1211,Bogotá,3,22.8
1212,Sincelejo,2,16.6
1213,Santa Marta,3,20.1
1214,Popayán,1,5.0
1215,Barranquilla,4,15.4
1216,Ipiales,2,24.9
1217,Armenia,2,20.6
1218,Neiva,1,18.3
1219,Tunja,3,22.0
1220,Pasto,5,22.2
1221,Manizales,3,19.3
1222,Medellín,4,12.1
1223,Valledupar,2,13.7
1224,Sincelejo,1,10.0
1225,Sincelejo,2,18.8
1226,Pereira,1,23.5
1227,Villavicencio,3,24.3
1228,Montería,2,5.9
1229,Santa Marta,1,12.6
1230,Villavicencio,5,12.9
1231,Medellín,1,5.4
1232,Valledupar,2,7.2
1233,Cali,5,20.4
1234,Ipiales,4,15.4
1235,Manizales,2,5.4
1236,Popayán,5,19.6
1237,Santa Marta,1,14.0
1238,Montería,1,22.8
1239,Manizales,5,23.5
1240,Bogotá,5,8.3
1241,Montería,3,16.0
1242,Manizales,2,6.2
1243,Villavicencio,3,13.6
1244,Valledupar,5,20.2
1245,Bogotá,1,12.1
1246,Montería,4,8.9
1247,Cartagena,3,6.4
1248,Cali,4,10.2
1249,Tunja,3,9.4
1250,Medellín,3,14.2
1251,Valledupar,2,22.2
1252,Sincelejo,4,19.6
1253,Valledupar,1,23.7
1254,Armenia,3,5.6
1255,Tunja,2,14.8
1256,Riohacha,4,23.6
1257,Valledupar,5,18.3
1258,Sincelejo,4,12.6
1259,Bucaramanga,2,21.1
1260,Sincelejo,4,10.1
1261,Medellín,5,12.5
1262,Manizales,2,21.1
1263,Bogotá,5,9.7
1264,Tunja,5,22.9
1265,Armenia,1,5.0
1266,Cali,1,20.8
1267,Pereira,5,17.4
1268,Ipiales,1,20.5
1269,Riohacha,2,12.3
1270,Villavicencio,1,23.7
1271,Villavicencio,1,23.6
1272,Santa Marta,4,22.2
1273,Cali,5,11.8
1274,Barranquilla,5,12.6
1275,Popayán,1,12.1
1276,Popayán,2,22.3
1277,Valledupar,2,8.8
1278,Armenia,3,13.5
1279,Ipiales,5,20.6
1280,Medellín,4,6.5
1281,Barranquilla,3,7.5
1282,Pasto,2,6.0
1283,Cali,3,17.6
1284,Popayán,1,21.1
1285,Ipiales,1,9.0
1286,Medellín,2,23.8
1287,Bucaramanga,2,24.3
1288,Manizales,3,18.9
1289,Popayán,1,6.0
1290,Manizales,3,11.1
1291,Cartagena,1,15.1
1292,Ipiales,5,17.5
1293,Neiva,3,24.0
1294,Neiva,4,21.8
1295,Bogotá,3,14.8
1296,Ipiales,4,17.2
1297,Neiva,1,20.0
1298,Cartagena,4,24.2
1299,Popayán,3,11.4
1300,Bogotá,3,21.9
1301,Barranquilla,3,15.6
1302,Riohacha,4,14.1
1303,Neiva,3,19.3
1304,Tunja,5,13.0
1305,Manizales,2,18.3
1306,Pereira,5,10.4
1307,Ipiales,3,9.1
1308,Medellín,3,14.9
1309,Pasto,3,7.0
1310,Manizales,2,4.9
1311,Tunja,1,18.0
1312,Neiva,3,5.7
1313,Ipiales,3,9.7
1314,Riohacha,4,23.2
1315,Medellín,5,15.4
1316,Montería,1,20.3
1317,Pereira,5,4.8
1318,Santa Marta,5,8.5
1319,Santa Marta,5,23.5
1320,Montería,1,20.5
1321,Armenia,4,14.0
1322,Bucaramanga,2,16.8
1323,Manizales,4,4.7
1324,Ipiales,2,18.7
1325,Pereira,2,14.6
1326,Pereira,5,5.1
1327,Tunja,5,21.5
1328,Riohacha,2,22.3
1329,Pasto,4,10.9
1330,Montería,4,19.1
1331,Bucaramanga,4,20.0
1332,Cali,1,17.1
1333,Popayán,3,6.2
1334,Pasto,2,8.1
1335,Pereira,5,14.8
1336,Armenia,5,21.9
1337,Pereira,5,7.1
1338,Neiva,3,7.0
1339,Armenia,1,10.6
1340,Sincelejo,2,21.9
1341,Bogotá,1,16.2
1342,Riohacha,4,11.1
1343,Valledupar,4,23.7
1344,Neiva,3,15.9
1345,Valledupar,1,16.0
1346,Neiva,5,23.5
1347,Pereira,3,12.7
1348,Villavicencio,2,6.7
1349,Manizales,2,19.5
1350,Villavicencio,1,24.2
1351,Valledupar,1,17.4
1352,Sincelejo,5,12.3
1353,Montería,4,21.1
1354,Cartagena,5,15.2
1355,Pasto,1,24.1
1356,Armenia,2,16.0
1357,Cali,4,11.0
1358,Bucaramanga,4,21.1
1359,Santa Marta,1,14.3
1360,Sincelejo,1,24.8
1361,Pasto,2,20.1
1362,Neiva,5,22.8
1363,Armenia,3,19.2
1364,Tunja,5,21.0
1365,Pasto,5,19.8
1366,Pasto,1,6.1
1367,Barranquilla,4,5.6
1368,Medellín,3,17.5
1369,Barranquilla,2,22.3
1370,Cali,5,22.3
1371,Bucaramanga,1,24.1
1372,Manizales,2,11.9
1373,Pereira,1,18.2
1374,Armenia,1,6.9
1375,Armenia,1,16.1
1376,Riohacha,4,16.6
1377,Tunja,2,21.4
1378,Medellín,3,19.3
1379,Riohacha,2,13.5
1380,Ipiales,3,22.3
1381,Tunja,3,17.0
1382,Barranquilla,2,12.6
1383,Cartagena,5,22.7
1384,Villavicencio,1,14.9
1385,Montería,2,13.8
1386,Villavicencio,4,18.2
1387,Valledupar,3,14.3
1388,Barranquilla,2,24.7
1389,Riohacha,2,18.9
1390,Manizales,2,24.3
1391,Pasto,2,22.7
1392,Cartagena,1,5.5
1393,Sincelejo,3,18.1
1394,Valledupar,3,4.7
1395,Armenia,3,5.2
1396,Armenia,2,11.9
1397,Ipiales,4,18.9
1398,Popayán,2,19.4
1399,Santa Marta,4,17.9
1400,Cali,3,13.0
1401,Medellín,4,10.4
1402,Tunja,3,23.1
1403,Sincelejo,2,15.2
1404,Ipiales,1,20.8
1405,Neiva,5,13.7
1406,Popayán,2,15.8
1407,Neiva,3,9.5
1408,Popayán,4,9.3
1409,Pasto,2,16.0
1410,Neiva,5,8.7
1411,Riohacha,2,20.5
1412,Ipiales,4,5.0
1413,Bogotá,1,17.3
1414,Manizales,5,12.0
1415,Cali,2,14.6
1416,Barranquilla,1,8.4
1417,Cali,2,13.6
1418,Neiva,4,9.5
1419,Pereira,4,17.0
1420,Ipiales,3,20.6
1421,Cartagena,1,23.6
1422,Valledupar,2,6.9
1423,Montería,4,16.0
1424,Montería,4,11.7
1425,Santa Marta,2,4.6
1426,Villavicencio,5,17.0
1427,Bogotá,2,11.6
1428,Santa Marta,2,21.9
1429,Manizales,2,15.1
1430,Cali,4,20.1
1431,Ipiales,2,17.3
1432,Tunja,4,16.8
1433,Ipiales,1,14.0
1434,Santa Marta,2,14.4
1435,Ipiales,3,14.4
1436,Bucaramanga,4,13.5
1437,Bogotá,3,13.1
1438,Manizales,4,17.8
1439,Cali,2,6.2
1440,Pasto,3,16.5
1441,Armenia,2,10.9
1442,Sincelejo,5,7.7
1443,Neiva,2,9.3
1444,Riohacha,1,9.7
1445,Ipiales,5,19.9
1446,Bucaramanga,1,13.0
1447,Tunja,4,15.6
1448,Pasto,1,12.8
1449,Sincelejo,5,14.7
1450,Barranquilla,4,17.1
1451,Montería,5,4.9
1452,Manizales,1,4.7
1453,Montería,3,5.9
1454,Medellín,5,5.2
1455,Villavicencio,1,6.4
1456,Cali,2,21.1
1457,Bogotá,4,22.7
1458,Barranquilla,3,5.9
1459,Bogotá,3,13.8
1460,Manizales,1,13.0
1461,Manizales,1,12.2
1462,Tunja,2,16.1
1463,Sincelejo,5,16.7
1464,Valledupar,1,16.1
1465,Riohacha,3,20.7
1466,Barranquilla,5,17.1
1467,Riohacha,3,14.4
1468,Bucaramanga,2,13.4
1469,Neiva,1,18.3
1470,Santa Marta,3,23.1
1471,Neiva,1,7.8
1472,Manizales,4,13.3
1473,Cali,2,16.7
1474,Valledupar,4,10.2
1475,Tunja,1,16.9
1476,Cartagena,2,8.7
1477,Valledupar,3,6.2
1478,Bogotá,1,5.6
1479,Ipiales,1,13.1
1480,Cali,1,20.8
1481,Bogotá,5,7.4
1482,Villavicencio,4,22.7
1483,Armenia,2,13.3
1484,Pasto,5,9.9
1485,Armenia,1,14.4
1486,Sincelejo,1,24.6
1487,Medellín,2,23.4
1488,Bogotá,1,22.0
1489,Cartagena,4,20.7
1490,Cali,4,16.6
1491,Barranquilla,1,24.1
1492,Neiva,4,19.5
1493,Riohacha,4,18.0
1494,Pasto,1,20.7
1495,Manizales,1,12.4
1496,Cali,1,17.8
1497,Santa Marta,1,4.5
1498,Villavicencio,5,19.8
1499,Cartagena,1,10.3
1500,Pasto,2,11.4
1501,Pereira,2,13.9
1502,Bucaramanga,4,12.3
1503,Tunja,3,22.9
1504,Cali,2,24.5
1505,Bucaramanga,4,15.5
1506,Neiva,3,5.3
1507,Pereira,1,15.3
1508,Popayán,2,14.4
1509,Villavicencio,4,14.6
1510,Montería,1,6.0
1511,Pasto,4,20.8
1512,Tunja,3,23.4
1513,Santa Marta,1,14.3
1514,Montería,1,11.9
1515,Valledupar,5,22.0
1516,Pasto,1,20.2
1517,Ipiales,1,14.6
1518,Bogotá,4,11.5
1519,Neiva,2,12.4
1520,Riohacha,3,18.4
1521,Bogotá,4,16.5
1522,Pereira,4,10.2
1523,Sincelejo,1,15.8
1524,Barranquilla,2,24.0
1525,Barranquilla,2,8.7
1526,Popayán,2,13.6
1527,Villavicencio,2,11.5
1528,Ipiales,5,22.7
1529,Popayán,1,16.6
1530,Sincelejo,4,6.0
1531,Pasto,2,23.4
1532,Santa Marta,2,16.8
1533,Ipiales,5,7.3
1534,Medellín,5,19.6
1535,Sincelejo,3,16.6
1536,Villavicencio,5,5.3
1537,Montería,4,12.5
1538,Barranquilla,3,20.3
1539,Riohacha,1,10.1
1540,Villavicencio,5,16.4
1541,Villavicencio,3,19.0
1542,Riohacha,4,13.8
1543,Valledupar,3,12.9
1544,Villavicencio,2,10.9
1545,Popayán,1,17.3
1546,Ipiales,3,22.3
1547,Neiva,1,20.0
1548,Ipiales,4,19.8
1549,Pereira,4,19.2
1550,Montería,5,5.8
1551,Medellín,2,20.6
1552,Cartagena,4,11.1
1553,Santa Marta,5,17.5
1554,Manizales,4,9.9
1555,Villavicencio,4,14.1
1556,Popayán,1,17.4
1557,Sincelejo,3,21.9
1558,Neiva,1,11.3
1559,Popayán,5,23.8
1560,Villavicencio,1,10.3
1561,Cali,1,20.9
1562,Manizales,3,7.3
1563,Cartagena,5,21.6
1564,Riohacha,5,21.8
1565,Bogotá,1,14.0
1566,Villavicencio,2,18.2
1567,Neiva,1,15.8
1568,Medellín,2,8.5
1569,Tunja,2,16.9
1570,Valledupar,5,23.1
1571,Popayán,2,5.9
1572,Sincelejo,2,24.0
1573,Barranquilla,5,9.7
1574,Sincelejo,5,17.5
1575,Valledupar,5,21.9
1576,Pereira,2,10.9
1577,Pasto,1,8.9
1578,Montería,5,11.5
1579,Tunja,1,5.1
1580,Ipiales,3,5.6
1581,Ipiales,1,19.5
1582,Tunja,1,9.9
1583,Cartagena,1,12.6
1584,Villavicencio,5,21.3
1585,Sincelejo,5,9.2
1586,Ipiales,4,7.3
1587,Villavicencio,1,8.8
1588,Montería,1,9.5
1589,Manizales,3,10.2
1590,Barranquilla,5,5.9
1591,Sincelejo,4,17.6
1592,Popayán,4,14.7
1593,Sincelejo,4,15.5
1594,Medellín,4,24.9
1595,Popayán,3,11.5
1596,Santa Marta,1,15.4
1597,Montería,4,15.6
1598,Sincelejo,1,22.1
1599,Manizales,4,23.9
1600,Montería,1,21.3
1601,Riohacha,2,12.7
1602,Popayán,5,10.7
1603,Santa Marta,2,15.6
1604,Ipiales,1,24.5
1605,Tunja,1,14.2
1606,Tunja,4,17.9
1607,Popayán,5,8.5
1608,Bucaramanga,1,15.8
1609,Santa Marta,5,9.5
1610,Ipiales,1,12.7
1611,Bogotá,4,7.0
1612,Pereira,2,24.6
1613,Valledupar,3,9.2
1614,Cartagena,1,15.5
1615,Bogotá,3,18.4
1616,Neiva,4,18.4
1617,Bogotá,2,14.7
1618,Villavicencio,3,7.4
1619,Riohacha,3,22.3
1620,Manizales,5,7.6
1621,Valledupar,4,20.0
1622,Armenia,3,14.3
1623,Barranquilla,5,12.2
1624,Ipiales,1,16.3
1625,Barranquilla,4,16.9
1626,Popayán,3,13.7
1627,Sincelejo,3,19.2
1628,Neiva,5,17.6
1629,Valledupar,4,14.1
1630,Bucaramanga,5,22.3
1631,Pasto,3,5.0
1632,Bogotá,3,22.8
1633,Montería,2,23.6
1634,Pereira,3,22.0
1635,Medellín,3,24.7
1636,Neiva,2,16.2
1637,Medellín,4,13.4
1638,Popayán,3,7.7
1639,Manizales,5,16.4
1640,Popayán,2,10.0
1641,Barranquilla,3,23.0
1642,Cartagena,3,14.1
1643,Cali,3,17.7
1644,Bucaramanga,5,6.6
1645,Armenia,5,21.5
1646,Armenia,3,8.4
1647,Tunja,1,18.9
1648,Medellín,5,21.7
1649,Popayán,1,13.5
1650,Armenia,2,24.8
1651,Montería,4,18.7
1652,Bucaramanga,4,14.6
1653,Cartagena,2,17.1
1654,Sincelejo,1,11.7
1655,Pereira,2,19.9
1656,Pasto,3,19.9
1657,Tunja,5,14.3
1658,Pasto,4,8.4
1659,Barranquilla,5,19.1
1660,Bucaramanga,3,9.0
1661,Pasto,1,8.1
1662,Cartagena,2,7.5
1663,Pasto,2,7.5
1664,Villavicencio,1,23.5
1665,Valledupar,3,5.5
1666,Sincelejo,4,22.0
1667,Cartagena,5,7.6
1668,Cartagena,5,20.7
1669,Cali,1,15.5
1670,Ipiales,4,5.4
1671,Montería,5,20.4
1672,Pereira,2,11.1
1673,Cartagena,2,22.5
1674,Cartagena,1,24.9
1675,Manizales,3,6.7
1676,Santa Marta,5,22.1
1677,Montería,5,8.5
1678,Valledupar,5,10.8
1679,Tunja,5,14.5
1680,Sincelejo,4,11.4
1681,Riohacha,3,18.2
1682,Sincelejo,2,5.7
1683,Bucaramanga,2,24.5
1684,Cartagena,5,22.5
1685,Cartagena,5,12.4
1686,Pasto,4,16.7
1687,Bucaramanga,3,8.7
1688,Popayán,5,19.8
1689,Popayán,4,24.1
1690,Pereira,1,8.7
1691,Santa Marta,1,10.7
1692,Valledupar,3,24.8
1693,Bogotá,3,9.8
1694,Tunja,1,21.8
1695,Barranquilla,5,21.2
1696,Barranquilla,2,4.8
1697,Villavicencio,2,8.4
1698,Cartagena,4,14.7
1699,Armenia,4,24.3
1700,Riohacha,5,22.3
1701,Armenia,2,10.3
1702,Sincelejo,1,16.7
1703,Bogotá,4,13.8
1704,Bucaramanga,4,21.2
1705,Pereira,2,6.5
1706,Barranquilla,5,17.2
1707,Barranquilla,2,6.5
1708,Pasto,3,23.1
1709,Popayán,4,7.8
1710,Villavicencio,3,23.0
1711,Bogotá,4,8.6
1712,Medellín,4,7.3
1713,Pereira,2,18.6
1714,Riohacha,5,17.9
1715,Cartagena,5,22.8
1716,Barranquilla,2,20.4
1717,Neiva,5,11.0
1718,Bogotá,3,6.5
1719,Sincelejo,2,12.9
1720,Bogotá,4,20.3
1721,Valledupar,5,14.5
1722,Bucaramanga,1,21.7
1723,Pasto,1,6.4
1724,Riohacha,3,17.6
1725,Riohacha,3,12.6
1726,Montería,3,8.4
1727,Bogotá,2,14.3
1728,Armenia,3,24.4
1729,Pereira,4,21.6
1730,Santa Marta,4,14.5
1731,Pasto,4,9.1
1732,Armenia,1,20.0
1733,Riohacha,2,10.0
1734,Cartagena,3,8.9
1735,Santa Marta,2,21.3
1736,Popayán,4,7.6
1737,Tunja,1,6.4
1738,Montería,4,8.9
1739,Pereira,5,14.4
1740,Sincelejo,2,21.5
1741,Barranquilla,2,18.7
1742,Neiva,3,6.3
1743,Neiva,1,22.2
1744,Valledupar,5,18.5
1745,Bucaramanga,3,9.1
1746,Bucaramanga,4,20.6
1747,Armenia,5,10.3
1748,Montería,3,11.4
1749,Bogotá,2,11.7
1750,Manizales,3,6.7
1751,Cartagena,5,11.3
1752,Popayán,4,17.4
1753,Riohacha,5,4.6
1754,Sincelejo,5,23.6
1755,Armenia,2,20.2
1756,Popayán,3,12.0
1757,Bucaramanga,5,4.7
1758,Villavicencio,1,21.8
1759,Valledupar,1,17.8
1760,Montería,3,22.7
1761,Medellín,2,13.1
1762,Pereira,5,10.3
1763,Bucaramanga,4,17.8
1764,Armenia,1,4.9
1765,Villavicencio,3,6.2
1766,Bucaramanga,5,21.9
1767,Santa Marta,5,6.5
1768,Riohacha,4,24.3
1769,Tunja,3,18.7
1770,Ipiales,2,5.8
1771,Montería,5,6.9
1772,Santa Marta,4,13.7
1773,Cali,2,8.3
1774,Armenia,2,13.2
1775,Medellín,2,9.9
1776,Riohacha,2,9.4
1777,Valledupar,3,13.5
1778,Montería,3,8.9
1779,Tunja,1,20.1
1780,Riohacha,1,5.2
1781,Bogotá,5,8.0
1782,Bogotá,4,5.2
1783,Bogotá,3,10.6
1784,Riohacha,1,9.0
1785,Sincelejo,4,10.5
1786,Valledupar,3,8.9
1787,Sincelejo,1,12.9
1788,Neiva,4,24.9
1789,Medellín,3,5.1
1790,Santa Marta,3,21.7
1791,Pasto,5,23.4
1792,Villavicencio,1,17.3
1793,Bogotá,2,15.6
1794,Riohacha,1,9.4
1795,Pasto,1,19.7
1796,Neiva,4,9.3
1797,Valledupar,1,8.4
1798,Cali,3,24.9
1799,Popayán,5,20.3
1800,Ipiales,4,13.2
1801,Pasto,4,13.9
1802,Tunja,4,9.6
1803,Valledupar,4,14.4
1804,Villavicencio,5,5.1
1805,Ipiales,5,12.7
1806,Pasto,3,12.6
1807,Riohacha,5,8.5
1808,Valledupar,5,14.0
1809,Cartagena,5,14.8
1810,Cartagena,5,22.0
1811,Medellín,5,24.5
1812,Riohacha,3,24.3
1813,Barranquilla,1,16.2
1814,Manizales,3,22.1
1815,Tunja,2,13.3
1816,Pereira,5,20.2
1817,Medellín,2,10.4
1818,Tunja,4,12.2
1819,Cali,1,10.1
1820,Ipiales,4,22.0
1821,Pasto,5,14.5
1822,Medellín,1,19.8
1823,Barranquilla,5,23.2
1824,Bogotá,4,15.2
1825,Cartagena,2,10.2
1826,Barranquilla,2,14.8
1827,Pereira,2,18.2
1828,Cartagena,5,22.8
1829,Tunja,5,9.7
1830,Ipiales,1,19.4
1831,Medellín,4,6.4
1832,Armenia,5,5.4
1833,Manizales,2,21.4
1834,Popayán,5,12.4
1835,Valledupar,2,6.7
1836,Ipiales,1,16.7
1837,Valledupar,4,11.0
1838,Riohacha,1,17.1
1839,Neiva,1,7.7
1840,Manizales,5,24.8
1841,Barranquilla,4,8.2
1842,Neiva,1,17.5
1843,Tunja,5,14.0
1844,Pereira,2,12.4
1845,Tunja,5,22.8
1846,Montería,5,5.7
1847,Montería,2,21.1
1848,Barranquilla,1,19.4
1849,Villavicencio,1,19.9
1850,Riohacha,4,14.5
1851,Cartagena,2,20.8
1852,Popayán,3,13.1
1853,Cartagena,1,9.9
1854,Riohacha,2,9.5
1855,Armenia,2,7.8
1856,Pasto,4,13.5
1857,Manizales,1,15.9
1858,Manizales,5,19.3
1859,Pereira,5,7.5
1860,Ipiales,2,17.2
1861,Ipiales,4,7.4
1862,Sincelejo,5,21.9
1863,Riohacha,4,10.5
1864,Popayán,1,7.0
1865,Riohacha,3,21.1
1866,Valledupar,5,23.6
1867,Santa Marta,5,13.1
1868,Cali,1,6.4
1869,Ipiales,3,16.9
1870,Sincelejo,1,21.8
1871,Cartagena,3,18.8
1872,Cartagena,3,16.4
1873,Tunja,5,11.4
1874,Riohacha,5,18.9
1875,Valledupar,3,10.3
1876,Montería,2,14.7
1877,Villavicencio,4,21.2
1878,Cali,5,22.6
1879,Riohacha,4,18.2
1880,Tunja,1,5.1
1881,Pasto,1,6.1
1882,Bogotá,1,11.4
1883,Pasto,1,16.5
1884,Pasto,2,8.2
1885,Bucaramanga,5,18.1
1886,Popayán,5,5.1
1887,Ipiales,4,18.6
1888,Medellín,3,22.8
1889,Cali,3,22.8
1890,Ipiales,3,7.3
1891,Sincelejo,3,6.5
1892,Barranquilla,3,10.7
1893,Medellín,5,24.4
1894,Manizales,4,8.4
1895,Tunja,2,21.0
1896,Riohacha,2,16.1
1897,Neiva,2,14.0
1898,Valledupar,3,12.7
1899,Popayán,1,12.1
1900,Tunja,3,19.0
1901,Montería,5,11.0
1902,Pasto,1,8.3
1903,Bucaramanga,1,17.3
1904,Armenia,3,16.6
1905,Montería,2,18.6
1906,Neiva,4,5.7
1907,Ipiales,1,8.6
1908,Popayán,1,24.5
1909,Popayán,1,10.8
1910,Bucaramanga,1,16.2
1911,Santa Marta,2,6.0
1912,Pasto,4,10.0
1913,Cali,1,9.3
1914,Neiva,4,13.2
1915,Ipiales,5,6.1
1916,Bucaramanga,5,16.0
1917,Cali,2,7.6
1918,Ipiales,5,15.4
1919,Popayán,1,7.6
1920,Santa Marta,2,11.2
1921,Santa Marta,4,20.1
1922,Neiva,3,17.2
1923,Armenia,4,18.3
1924,Pasto,3,19.6
1925,Medellín,4,18.9
1926,Villavicencio,3,10.6
1927,Medellín,2,24.6
1928,Bucaramanga,3,20.6
1929,Sincelejo,1,15.4
1930,Manizales,4,21.1
1931,Neiva,2,13.6
1932,Villavicencio,4,23.3
1933,Neiva,1,7.6
1934,Cartagena,1,4.9
1935,Santa Marta,5,11.4
1936,Pasto,1,7.9
1937,Tunja,5,11.6
1938,Sincelejo,4,14.8
1939,Montería,4,16.7
1940,Bucaramanga,4,17.5
1941,Valledupar,5,17.7
1942,Tunja,1,18.6
1943,Bucaramanga,2,15.4
1944,Ipiales,3,13.3
1945,Ipiales,3,5.8
1946,Popayán,5,11.4
1947,Bogotá,2,18.2
1948,Montería,2,16.9
1949,Pereira,3,16.6
1950,Tunja,2,13.5
1951,Bucaramanga,2,16.2
1952,Barranquilla,5,9.6
1953,Popayán,4,10.7
1954,Cartagena,5,16.3
1955,Bogotá,2,6.8
1956,Cali,3,12.5
1957,Valledupar,2,4.7
1958,Medellín,1,20.1
1959,Montería,3,16.9
1960,Sincelejo,2,13.8
1961,Manizales,3,10.0
1962,Medellín,1,16.7
1963,Bogotá,2,7.7
1964,Riohacha,4,5.9
1965,Cartagena,3,11.6
1966,Villavicencio,3,6.8
