id,destino,prioridad,peso
3635,Cúcuta,3,7.6
3636,Valledupar,5,8.9
3637,Pasto,3,8.0
3638,Cúcuta,5,9.9
3639,Montería,1,13.6
3640,Bucaramanga,3,16.5
3641,Pereira,4,5.4
3642,Pasto,1,15.9
3643,Cartagena,2,20.4
3644,Medellín,1,21.6
3645,Popayán,4,12.7
3646,Armenia,3,13.3
3647,Riohacha,3,7.3
3648,Quibdó,5,7.2
3649,Cali,1,20.6
3650,Florencia,3,12.6
3651,Cúcuta,1,10.8
3652,Florencia,4,9.5
3653,Montería,1,20.3
3654,Medellín,3,7.1
3655,Cali,4,18.2
3656,Armenia,5,10.9
3657,Cartagena,5,14.2
3658,Manizales,1,22.8
3659,Riohacha,4,18.9
3660,Santa Marta,2,5.4
3661,Riohacha,4,21.4
3662,Villavicencio,2,19.9
3663,Ipiales,3,20.8
3664,Mitú,3,16.6
3665,Neiva,4,14.6
3666,Santa Marta,4,9.1
3667,Medellín,1,6.0
3668,Medellín,1,21.5
3669,Cartagena,1,18.9
3670,Medellín,5,11.6
3671,Riohacha,3,20.5
3672,Cali,3,16.8
3673,Mitú,4,8.8
3674,Manizales,2,21.0
3675,Cartagena,3,24.7
3676,Cúcuta,1,19.1
3677,Cartagena,4,22.1
3678,Pereira,5,22.9
3679,Ibagué,5,19.8
3680,Cúcuta,4,18.1
3681,Tunja,2,18.5
3682,Cúcuta,5,4.5
3683,Barranquilla,5,10.7
3684,Pereira,4,23.7
3685,Medellín,5,11.1
3686,Barranquilla,1,5.4
3687,Armenia,1,13.8
3688,Florencia,2,5.7
3689,Cartagena,2,19.4
3690,Ipiales,4,18.8
3691,Florencia,4,18.5
3692,Montería,1,16.4
3693,Valledupar,4,12.8
3694,Santa Marta,2,5.5
3695,Riohacha,1,13.6
3696,Sincelejo,1,7.2
3697,Montería,4,8.8
3698,Tunja,1,4.5
3699,Mitú,1,23.6
3700,Pereira,5,23.1
3701,Tunja,2,22.4
3702,Montería,4,6.0
3703,Manizales,1,8.1
3704,Bogotá,1,11.8
3705,Montería,3,11.7
3706,Medellín,1,12.1
3707,Florencia,5,4.8
3708,Pereira,5,17.6
3709,Tunja,4,21.9
3710,Riohacha,1,15.6
3711,Manizales,4,13.3
3712,Florencia,1,11.7
3713,Medellín,5,20.3
3714,Bogotá,5,22.2
3715,Montería,4,12.0
3716,Riohacha,1,6.2
3717,Pereira,3,22.0
3718,Ipiales,5,11.2
3719,Ipiales,1,11.5
3720,Barranquilla,2,24.3
3721,Sincelejo,4,11.1
3722,Pereira,4,24.1
3723,Cali,3,6.6
3724,Medellín,1,6.8
3725,Cúcuta,4,12.2
3726,Pasto,2,18.9
3727,Pereira,4,6.3
3728,Cartagena,3,22.6
3729,Barranquilla,3,11.2
3730,Tunja,2,11.0
3731,Tunja,5,19.1
3732,Florencia,5,18.3
3733,Popayán,4,11.4
3734,Armenia,4,12.1
3735,Pereira,3,23.2
3736,Ibagué,3,7.3
3737,Cúcuta,3,23.3
3738,Popayán,5,17.0
3739,Pereira,1,9.9
3740,Ibagué,3,16.0
3741,Medellín,1,20.7
3742,Ipiales,1,19.6
3743,Bogotá,5,13.0
3744,Neiva,5,20.3
3745,Armenia,1,17.7
3746,Neiva,1,7.8
3747,Pereira,5,20.2
3748,Tunja,4,22.6
3749,Valledupar,2,15.0
3750,Santa Marta,4,20.2
3751,Santa Marta,4,19.2
3752,Villavicencio,2,19.5
3753,Manizales,3,8.4
3754,Montería,3,10.9
3755,Popayán,1,6.5
3756,Cali,3,10.1
3757,Pereira,4,5.5
3758,Pasto,1,18.8
3759,Florencia,3,20.9
3760,Cali,2,7.4
3761,Florencia,5,23.1
3762,Mitú,5,4.6
3763,Tunja,1,6.0
3764,Bogotá,4,12.8
3765,Tunja,4,21.6
3766,Barranquilla,2,6.6
3767,Villavicencio,4,20.2
3768,Tunja,2,10.9
3769,Riohacha,2,20.5
3770,Cali,4,8.8
3771,Pasto,2,11.9
3772,Valledupar,4,7.4
3773,Cúcuta,2,8.3
3774,Popayán,3,21.1
3775,Sincelejo,5,22.8
3776,Montería,2,19.2
3777,Sincelejo,4,15.7
3778,Barranquilla,1,4.9
3779,Pereira,4,13.4
3780,Popayán,1,17.1
3781,Ibagué,3,19.2
3782,Neiva,5,7.6
3783,Valledupar,5,17.5
3784,Bogotá,1,5.4
3785,Armenia,1,12.4
3786,Popayán,1,16.3
3787,Mitú,2,17.4
3788,Manizales,2,16.8
3789,Valledupar,4,12.9
3790,Valledupar,1,12.9
3791,Montería,3,23.0
3792,Florencia,4,15.0
3793,Ipiales,2,11.3
3794,Montería,1,8.5
3795,Quibdó,4,20.2
3796,Ipiales,2,13.0
3797,Ipiales,4,15.8
3798,Santa Marta,2,4.7
3799,Ipiales,2,13.9
3800,Ibagué,1,11.5
3801,Manizales,2,18.0
3802,Ipiales,3,18.6
3803,Popayán,3,20.5
3804,Mitú,5,8.1
3805,Valledupar,4,5.1
3806,Quibdó,2,9.2
3807,Ibagué,2,15.7
3808,Florencia,3,8.5
3809,Cali,1,14.3
3810,Pasto,4,8.7
3811,Florencia,2,18.9
3812,Pereira,1,15.8
3813,Montería,1,10.1
3814,Medellín,1,15.5
3815,Tunja,2,21.2
3816,Tunja,2,11.6
3817,Montería,4,9.2
3818,Mitú,4,14.0
3819,Montería,5,21.5
3820,Tunja,4,17.2
3821,Florencia,4,10.9
3822,Ibagué,2,23.8
3823,Tunja,2,14.5
3824,Riohacha,5,9.0
3825,Riohacha,4,17.6
3826,Montería,1,9.3
3827,Santa Marta,1,16.6
3828,Popayán,4,16.7
3829,Popayán,4,24.7
3830,Montería,1,17.3
3831,Quibdó,3,21.9
3832,Sincelejo,2,8.8
3833,Pereira,3,11.0
3834,Armenia,1,13.8
3835,Armenia,5,16.5
3836,Pasto,3,16.3
3837,Pasto,3,9.5
3838,Mitú,4,11.0
3839,Mitú,1,12.4
3840,Armenia,5,12.4
3841,Riohacha,1,21.6
3842,Bucaramanga,4,8.9
3843,Mitú,5,15.9
3844,Sincelejo,4,20.1
3845,Popayán,2,19.7
3846,Bogotá,5,21.2
3847,Bogotá,5,24.3
3848,Bucaramanga,1,14.3
3849,Cali,4,19.8
3850,Sincelejo,1,15.2
3851,Pasto,2,24.8
3852,Bogotá,5,7.0
3853,Sincelejo,5,18.7
3854,Quibdó,5,8.0
3855,Riohacha,3,7.2
3856,Villavicencio,2,13.4
3857,Armenia,5,11.4
3858,Medellín,3,18.2
3859,Barranquilla,4,8.3
3860,Montería,1,9.9
3861,Ipiales,2,17.5
3862,Montería,5,15.2
3863,Quibdó,2,14.4
3864,Neiva,2,21.9
3865,Santa Marta,5,8.5
3866,Villavicencio,2,21.7
3867,Sincelejo,5,14.5
3868,Popayán,1,21.0
3869,Ipiales,5,15.1
3870,Florencia,5,5.4
3871,Pereira,3,10.9
3872,Riohacha,4,4.7
3873,Bucaramanga,2,7.5
3874,Bogotá,5,12.8
3875,Barranquilla,4,24.6
3876,Popayán,2,15.3
3877,Ibagué,5,8.3
3878,Armenia,5,8.5
3879,Ipiales,2,9.6
3880,Tunja,1,5.3
3881,Villavicencio,5,5.6
3882,Medellín,5,14.4
3883,Pasto,2,13.5
3884,Bogotá,2,6.2
3885,Cartagena,5,10.1
3886,Barranquilla,1,18.6
3887,Mitú,1,9.9
3888,Popayán,1,21.8
3889,Bogotá,5,9.8
3890,Florencia,1,21.2
3891,Montería,4,20.1
3892,Ibagué,3,11.2
3893,Florencia,4,11.2
3894,Tunja,3,14.9
3895,Cartagena,4,5.2
3896,Pereira,5,23.0
3897,Cali,3,10.7
3898,Cali,1,9.2
3899,Quibdó,2,6.5
3900,Medellín,2,9.4
3901,Neiva,2,13.5
3902,Riohacha,1,9.6
3903,Mitú,4,8.5
3904,Cartagena,2,10.7
3905,Pasto,2,14.8
3906,Cúcuta,5,14.5
3907,Bogotá,1,13.9
3908,Ipiales,3,11.1
3909,Cartagena,3,15.9
3910,Pasto,2,23.9
3911,Armenia,4,7.3
3912,Popayán,5,18.3
3913,Ibagué,3,17.6
3914,Florencia,4,24.7
3915,Barranquilla,1,24.8
3916,Sincelejo,4,12.8
3917,Bogotá,1,20.4
3918,Quibdó,2,17.9
3919,Santa Marta,4,13.4
3920,Sincelejo,2,8.4
3921,Cartagena,1,19.5
3922,Sincelejo,3,14.6
3923,Mitú,3,14.2
3924,Florencia,2,12.7
3925,Santa Marta,4,22.3
3926,Medellín,3,16.9
3927,Santa Marta,5,22.3
3928,Armenia,3,6.5
3929,Tunja,4,24.7
3930,Florencia,4,16.6
3931,Bucaramanga,5,10.9
3932,Tunja,4,22.1
3933,Cali,4,24.9
3934,Villavicencio,5,21.1
3935,Medellín,1,10.1
3936,Tunja,4,24.6
3937,Armenia,2,22.6
3938,Cúcuta,1,16.7
3939,Neiva,2,6.1
3940,Santa Marta,1,11.2
3941,Bogotá,2,23.9
3942,Tunja,4,22.0
3943,Cartagena,4,5.1
3944,Cali,1,4.8
3945,Armenia,4,13.3
3946,Quibdó,1,6.8
3947,Pereira,3,7.9
3948,Barranquilla,1,7.1
3949,Cartagena,3,19.0
3950,Santa Marta,1,16.0
3951,Tunja,2,12.0
3952,Medellín,4,12.1
3953,Quibdó,1,19.3
3954,Sincelejo,3,16.8
3955,Medellín,1,19.8
3956,Villavicencio,1,7.0
3957,Barranquilla,5,23.4
3958,Medellín,2,6.0
3959,Bucaramanga,5,12.4
3960,Ibagué,3,5.9
3961,Cartagena,2,22.1
3962,Bogotá,1,23.1
3963,Cartagena,1,23.3
3964,Cúcuta,5,6.1
3965,Pereira,1,17.6
3966,Montería,2,11.7
3967,Quibdó,4,9.6
3968,Cartagena,1,11.4
3969,Bogotá,3,4.7
3970,Cartagena,2,11.7
3971,Ipiales,4,14.2
3972,Sincelejo,2,21.2
3973,Cali,2,18.2
3974,Mitú,4,24.1
3975,Barranquilla,1,13.8
3976,Pasto,4,16.7
3977,Quibdó,5,19.4
3978,Valledupar,5,20.3
3979,Armenia,5,22.7
3980,Mitú,1,22.5
3981,Montería,4,13.1
3982,Villavicencio,4,19.6
3983,Bogotá,2,19.0
3984,Cúcuta,1,7.6
3985,Manizales,3,5.3
3986,Villavicencio,4,9.6
3987,Florencia,3,23.9
3988,Ipiales,4,17.3
3989,Armenia,1,16.1
3990,Ipiales,2,17.1
3991,Cartagena,5,5.2
3992,Quibdó,3,19.2
3993,Neiva,3,14.9
3994,Barranquilla,2,19.2
3995,Santa Marta,2,20.6
3996,Riohacha,3,18.6
3997,Villavicencio,3,10.5
3998,Mitú,3,16.2
3999,Florencia,1,11.3
4000,Pereira,4,12.7
4001,Mitú,5,17.4
4002,Barranquilla,2,4.9
4003,Cúcuta,5,5.3
4004,Pasto,1,16.9
4005,Ibagué,2,20.9
4006,Montería,2,5.6
4007,Bogotá,2,6.7
4008,Bogotá,1,18.4
4009,Pasto,4,22.3
4010,Mitú,4,10.9
4011,Villavicencio,5,19.1
4012,Cali,5,21.4
4013,Sincelejo,5,11.6
4014,Pasto,2,18.7
4015,Montería,5,10.8
4016,Santa Marta,3,19.9
4017,Cartagena,5,4.5
4018,Bogotá,5,15.8
4019,Santa Marta,3,22.2
4020,Pasto,1,9.0
4021,Ibagué,1,12.9
4022,Barranquilla,2,4.6
4023,Tunja,5,17.5
4024,Armenia,2,19.5
4025,Medellín,1,22.0
4026,Valledupar,3,10.2
4027,Cartagena,5,8.6
4028,Cúcuta,5,7.9
4029,Santa Marta,1,21.3
4030,Pereira,2,5.3
4031,Bucaramanga,3,13.9
4032,Villavicencio,5,22.7
4033,Bogotá,5,10.8
4034,Bucaramanga,1,12.6
4035,Santa Marta,5,22.9
4036,Cali,5,5.7
4037,Mitú,3,9.3
4038,Valledupar,1,19.6
4039,Cali,1,20.4
4040,Medellín,2,6.3
4041,Cartagena,5,16.3
4042,Santa Marta,1,24.5
4043,Bucaramanga,1,9.3
4044,Medellín,3,11.2
4045,Riohacha,1,12.2
4046,Riohacha,4,18.0
4047,Medellín,3,23.7
4048,Bucaramanga,5,23.8
4049,Bucaramanga,1,17.8
4050,Santa Marta,1,21.2
4051,Sincelejo,4,24.0
4052,Cúcuta,4,10.3
4053,Mitú,5,6.0
4054,Ibagué,5,16.7
4055,Ibagué,2,19.1
4056,Cartagena,5,6.8
4057,Cúcuta,3,15.0
4058,Sincelejo,2,18.1
4059,Bucaramanga,3,17.6
4060,Pereira,1,5.8
4061,Medellín,1,23.7
4062,Barranquilla,2,7.8
4063,Sincelejo,2,20.4
4064,Barranquilla,5,16.0
4065,Quibdó,2,17.7
4066,Pereira,1,5.2
4067,Riohacha,1,6.5
4068,Riohacha,1,20.3
4069,Barranquilla,2,5.7
4070,Cali,1,22.3
4071,Montería,4,6.0
4072,Mitú,2,12.6
4073,Cartagena,1,19.0
4074,Tunja,5,17.6
4075,Neiva,1,20.5
4076,Neiva,4,12.6
4077,Neiva,2,6.7
4078,Neiva,3,8.4
4079,Ibagué,1,19.2
4080,Bucaramanga,2,20.4
4081,Mitú,1,24.4
4082,Barranquilla,5,15.1
4083,Ibagué,3,15.9
4084,Bucaramanga,4,16.2
4085,Santa Marta,4,14.4
4086,Armenia,5,10.7
4087,Santa Marta,5,6.5
4088,Florencia,3,22.3
4089,Medellín,3,8.1
4090,Sincelejo,5,23.8
4091,Bucaramanga,4,6.0
4092,Quibdó,4,24.9
4093,Tunja,5,8.6
4094,Cúcuta,4,24.0
4095,Neiva,5,22.5
4096,Mitú,5,15.9
4097,Bogotá,2,24.2
4098,Pasto,3,16.4
4099,Neiva,5,13.6
4100,Bucaramanga,3,24.7
4101,Cali,5,15.8
4102,Pasto,3,22.1
4103,Montería,5,23.1
4104,Popayán,1,13.7
4105,Villavicencio,4,24.7
4106,Cúcuta,1,5.1
4107,Tunja,2,23.2
4108,Manizales,5,8.6
4109,Armenia,1,13.2
4110,Mitú,5,6.1
4111,Popayán,2,17.9
4112,Ibagué,1,15.4
4113,Mitú,4,20.1
4114,Neiva,3,7.4
4115,Cartagena,2,15.7
4116,Santa Marta,4,9.5
4117,Mitú,2,10.5
4118,Quibdó,1,10.7
4119,Ipiales,1,8.6
4120,Popayán,1,21.6
4121,Pasto,4,10.2
4122,Pasto,2,16.9
4123,Ibagué,5,23.7
4124,Valledupar,2,17.7
4125,Mitú,1,23.4
4126,Sincelejo,4,5.7
4127,Montería,1,9.0
4128,Quibdó,4,7.8
4129,Medellín,2,9.6
4130,Montería,3,10.9
4131,Quibdó,3,16.5
4132,Tunja,2,8.3
4133,Popayán,3,16.6
4134,Tunja,2,17.4
4135,Popayán,2,13.0
4136,Tunja,4,19.2
4137,Bogotá,1,13.5
4138,Medellín,5,10.4
4139,Sincelejo,5,5.4
4140,Bogotá,4,18.7
4141,Bogotá,1,17.6
4142,Riohacha,5,5.3
4143,Riohacha,4,14.4
4144,Barranquilla,5,5.2
4145,Mitú,2,8.6
4146,Quibdó,4,24.7
4147,Popayán,4,24.1
4148,Valledupar,1,8.0
4149,Montería,1,15.3
4150,Ibagué,2,15.4
4151,Ibagué,1,6.9
4152,Sincelejo,3,23.4
4153,Cali,3,14.9
4154,Mitú,3,11.9
4155,Cartagena,4,20.1
4156,Valledupar,3,14.4
4157,Valledupar,4,24.3
4158,Florencia,5,14.6
4159,Riohacha,1,22.3
4160,Armenia,3,24.3
4161,Cúcuta,3,22.5
4162,Ibagué,3,17.1
4163,Florencia,4,10.7
4164,Neiva,2,21.8
4165,Cúcuta,1,17.1
4166,Montería,4,18.7
4167,Sincelejo,2,17.1
4168,Ipiales,2,20.2
4169,Cartagena,2,6.4
4170,Bucaramanga,3,24.4
4171,Santa Marta,1,23.4
4172,Riohacha,5,10.3
4173,Sincelejo,4,13.3
4174,Neiva,2,19.6
4175,Quibdó,5,24.6
4176,Bogotá,3,21.0
4177,Barranquilla,1,4.8
4178,Tunja,2,18.9
4179,Medellín,3,11.4
4180,Valledupar,5,10.2
4181,Cartagena,3,7.9
4182,Manizales,3,7.1
4183,Armenia,3,13.8
4184,Riohacha,2,13.3
4185,Armenia,4,18.8
4186,Montería,2,13.5
4187,Santa Marta,2,11.9
4188,Ibagué,1,23.4
4189,Florencia,2,6.0
4190,Villavicencio,2,6.6
4191,Ipiales,4,7.0
4192,Bogotá,1,13.9
4193,Ipiales,3,7.3
4194,Ipiales,4,4.8
4195,Montería,2,8.0
4196,Quibdó,4,5.4
4197,Cartagena,2,14.1
4198,Tunja,3,11.6
4199,Bogotá,2,12.6
4200,Florencia,1,6.6
4201,Popayán,1,10.5
4202,Neiva,3,9.6
4203,Mitú,3,13.8
4204,Montería,3,7.2
4205,Riohacha,4,11.4
4206,Pasto,5,21.5
4207,Neiva,5,18.6
4208,Medellín,1,5.8
4209,Manizales,2,23.5
4210,Riohacha,5,13.3
4211,Quibdó,4,13.5
4212,Medellín,4,21.0
4213,Ipiales,3,16.3
4214,Ibagué,2,21.6
4215,Ipiales,3,16.0
4216,Sincelejo,1,5.4
4217,Pasto,3,6.1
4218,Cartagena,1,8.0
4219,Villavicencio,5,18.2
4220,Quibdó,4,17.1
4221,Florencia,5,15.8
4222,Manizales,3,23.6
4223,Medellín,3,5.8
4224,Sincelejo,2,22.7
4225,Ibagué,2,14.5
4226,Medellín,3,19.5
4227,Santa Marta,5,9.2
4228,Cartagena,5,18.7
4229,Santa Marta,4,8.6
4230,Sincelejo,2,5.5
4231,Armenia,1,16.2
4232,Mitú,4,18.4
4233,Florencia,5,5.9
4234,Medellín,3,18.0
4235,Ipiales,3,11.6
4236,Ipiales,2,22.7
4237,Florencia,2,7.5
4238,Santa Marta,3,23.8
4239,Ibagué,2,13.1
4240,Villavicencio,5,18.2
4241,Ibagué,2,21.9
4242,Ibagué,1,23.1
4243,Montería,5,16.5
4244,Bucaramanga,3,7.3
4245,Mitú,4,7.8
4246,Ibagué,2,22.8
4247,Bogotá,3,12.1
4248,Manizales,4,18.1
4249,Valledupar,5,21.1
4250,Ipiales,5,18.8
4251,Valledupar,2,7.3
4252,Sincelejo,5,22.0
4253,Manizales,2,10.1
4254,Ibagué,4,4.7
4255,Riohacha,4,7.7
4256,Cartagena,1,21.0
4257,Sincelejo,4,7.6
4258,Quibdó,5,11.8
4259,Popayán,3,12.4
4260,Cúcuta,5,4.7
4261,Bogotá,1,6.0
4262,Popayán,4,23.1
4263,Manizales,4,11.0
4264,Cartagena,4,8.6
4265,Popayán,4,4.9
4266,Florencia,5,9.2
4267,Armenia,4,21.1
4268,Cúcuta,2,20.4
4269,Pasto,3,22.6
4270,Sincelejo,1,21.1
4271,Tunja,1,14.0
4272,Montería,2,14.3
4273,Manizales,5,16.5
4274,Medellín,5,11.4
4275,Montería,5,13.7
4276,Neiva,5,7.5
4277,Barranquilla,2,17.5
4278,Cúcuta,3,12.9
4279,Cartagena,3,20.1
4280,Popayán,1,18.7
4281,Popayán,2,5.2
4282,Pasto,5,16.2
4283,Montería,2,10.8
4284,Villavicencio,4,16.9
4285,Cartagena,2,22.4
4286,Cartagena,5,6.4
4287,Cali,1,17.3
4288,Armenia,3,6.9
4289,Cali,3,5.7
4290,Valledupar,3,5.6
4291,Pereira,1,18.6
4292,Tunja,1,12.8
4293,Manizales,3,6.7
4294,Mitú,3,22.1
4295,Barranquilla,2,18.1
4296,Villavicencio,4,7.2
4297,Cúcuta,3,16.0
4298,Villavicencio,4,17.2
4299,Villavicencio,5,6.9
4300,Manizales,3,11.3
4301,Valledupar,1,18.0
4302,Quibdó,1,20.9
4303,Pereira,5,14.9
4304,Santa Marta,2,9.9
4305,Mitú,2,23.2
4306,Cartagena,3,12.3
4307,Valledupar,5,16.6
4308,Valledupar,1,18.8
4309,Cali,2,18.0
4310,Bucaramanga,4,6.4
4311,Bucaramanga,2,23.7
4312,Santa Marta,2,20.3
4313,Popayán,4,13.7
4314,Quibdó,5,13.1
4315,Ipiales,3,23.8
4316,Mitú,2,10.4
4317,Pereira,4,18.9
4318,Pereira,4,11.6
4319,Bogotá,2,24.1
4320,Tunja,5,18.9
4321,Santa Marta,5,21.2
4322,Tunja,2,10.1
4323,Ipiales,2,12.7
4324,Villavicencio,1,20.3
4325,Medellín,5,22.9
4326,Bogotá,1,21.0
4327,Sincelejo,2,16.6
4328,Cali,3,5.8
4329,Cúcuta,2,5.6
4330,Ipiales,2,17.0
4331,Bucaramanga,5,19.5
4332,Cali,4,15.9
4333,Tunja,5,6.2
4334,Barranquilla,3,10.4
4335,Sincelejo,3,6.7
4336,Sincelejo,4,7.6
4337,Quibdó,4,7.7
4338,Villavicencio,3,5.6
4339,Sincelejo,1,6.6
4340,Bogotá,5,10.0
4341,Barranquilla,3,14.6
4342,Cali,4,10.8
4343,Neiva,5,21.4
4344,Bucaramanga,1,11.4
4345,Mitú,1,22.5
4346,Ipiales,5,16.9
4347,Popayán,5,9.7
4348,Mitú,1,24.3
4349,Florencia,1,12.7
4350,Villavicencio,2,17.8
4351,Pasto,3,21.4
4352,Popayán,4,13.8
4353,Cartagena,4,18.3
4354,Ibagué,5,14.2
4355,Bucaramanga,5,14.6
4356,Pasto,2,22.9
4357,Montería,2,8.0
4358,Cali,3,7.3
4359,Manizales,3,13.3
4360,Mitú,5,19.8
4361,Cúcuta,4,11.6
4362,Popayán,5,24.8
4363,Manizales,1,4.6
4364,Barranquilla,4,15.0
4365,Riohacha,3,19.0
4366,Tunja,2,16.8
4367,Villavicencio,4,13.9
4368,Armenia,2,23.6
4369,Valledupar,3,13.9
4370,Manizales,1,10.1
4371,Santa Marta,4,13.5
4372,Cúcuta,5,18.8
4373,Medellín,1,10.6
4374,Cartagena,1,16.9
4375,Popayán,3,22.7
4376,Villavicencio,3,13.7
4377,Cali,2,18.6
4378,Tunja,3,22.6
4379,Montería,5,17.1
4380,Montería,1,7.0
4381,Pereira,5,4.7
4382,Ibagué,4,20.6
4383,Bucaramanga,3,6.4
4384,Ipiales,4,15.4
4385,Medellín,5,16.7
4386,Valledupar,3,20.4
4387,Pasto,2,10.4
4388,Ibagué,1,19.1
4389,Bogotá,2,20.1
4390,Cartagena,4,15.2
4391,Medellín,3,16.8
4392,Bogotá,1,18.1
4393,Santa Marta,5,11.7
4394,Valledupar,1,21.7
4395,Mitú,5,10.5
4396,Valledupar,1,14.1
4397,Ibagué,1,13.9
4398,Armenia,3,6.0
4399,Barranquilla,2,21.3
4400,Quibdó,2,24.4
4401,Mitú,4,7.7
4402,Pereira,5,19.7
4403,Pereira,5,19.9
4404,Neiva,2,6.7
4405,Bucaramanga,2,22.4
4406,Medellín,5,6.5
4407,Villavicencio,3,6.0
4408,Armenia,4,16.4
4409,Valledupar,2,12.1
4410,Tunja,4,22.5
4411,Barranquilla,4,13.2
4412,Cali,5,13.2
4413,Villavicencio,3,11.4
4414,Manizales,2,20.6
4415,Mitú,1,13.1
4416,Valledupar,3,12.8
4417,Ipiales,3,22.6
4418,Pasto,1,17.7
4419,Manizales,1,7.5
4420,Villavicencio,5,10.7
4421,Riohacha,1,21.7
4422,Cartagena,4,19.6
4423,Mitú,1,11.6
4424,Riohacha,1,19.5
4425,Valledupar,1,6.4
4426,Villavicencio,4,5.0
4427,Cali,4,16.8
4428,Riohacha,2,24.6
4429,Popayán,2,10.6
4430,Santa Marta,1,21.0
4431,Cali,5,7.6
4432,Cúcuta,2,18.7
4433,Ibagué,1,21.4
4434,Neiva,5,23.4
4435,Ibagué,2,19.6
4436,Ibagué,1,21.5
4437,Cúcuta,5,5.7
4438,Mitú,4,13.0
4439,Cúcuta,1,11.3
4440,Ibagué,3,12.0
4441,Cartagena,1,12.4
4442,Neiva,2,17.2
4443,Manizales,5,10.9
4444,Tunja,1,17.0
4445,Cali,1,22.4
4446,Pasto,3,7.2
4447,Pereira,2,16.4
4448,Pereira,4,18.3
4449,Valledupar,5,22.3
4450,Quibdó,4,21.0
4451,Villavicencio,5,24.6
4452,Bogotá,2,10.2
4453,Manizales,5,16.1
4454,Santa Marta,1,11.8
4455,Cali,1,19.6
4456,Bogotá,3,19.4
4457,Medellín,2,8.2
4458,Cartagena,3,8.6
4459,Bogotá,1,13.5
4460,Mitú,4,22.7
4461,Bucaramanga,2,14.0
4462,Armenia,5,19.6
4463,Armenia,2,21.7
4464,Riohacha,5,8.1
4465,Villavicencio,4,6.9
4466,Manizales,2,17.2
4467,Valledupar,4,7.4
4468,Ipiales,1,23.3
4469,Neiva,3,19.7
4470,Cartagena,2,19.2
4471,Pereira,5,21.3
4472,Mitú,1,10.8
4473,Neiva,4,9.6
4474,Bogotá,2,13.7
4475,Bucaramanga,1,23.2
4476,Santa Marta,4,15.2
4477,Bucaramanga,4,15.3
4478,Quibdó,2,21.8
4479,Valledupar,1,14.7
4480,Ibagué,2,4.7
4481,Montería,5,18.7
4482,Medellín,3,11.7
4483,Quibdó,4,11.1
4484,Medellín,1,22.8
4485,Bogotá,2,14.0
4486,Armenia,4,15.6
4487,Cali,3,22.7
4488,Florencia,2,9.7
4489,Villavicencio,1,12.9
4490,Pereira,1,4.8
4491,Montería,3,6.8
4492,Bogotá,3,16.6
4493,Armenia,4,18.8
4494,Neiva,4,16.4
4495,Florencia,4,23.8
4496,Manizales,5,11.2
4497,Valledupar,5,21.0
4498,Pasto,1,7.5
4499,Barranquilla,3,18.2
4500,Medellín,5,13.0
4501,Medellín,5,20.9
4502,Mitú,2,6.6
4503,Bucaramanga,5,23.1
4504,Sincelejo,3,22.6
4505,Manizales,4,18.0
4506,Pasto,3,5.6
4507,Valledupar,3,16.4
4508,Cúcuta,2,12.0
4509,Bucaramanga,1,21.5
4510,Bucaramanga,4,18.3
4511,Cartagena,2,22.2
4512,Pasto,2,13.3
4513,Riohacha,2,23.5
4514,Pasto,3,20.5
4515,Valledupar,1,4.9
4516,Cali,1,23.3
4517,Armenia,5,6.9
4518,Montería,1,5.2
4519,Mitú,2,24.1
4520,Cali,1,12.8
4521,Ipiales,3,6.7
4522,Cali,4,23.5
4523,Montería,5,24.5
4524,Quibdó,5,12.0
4525,Armenia,1,19.0
4526,Ibagué,1,23.0
4527,Florencia,3,6.0
4528,Cúcuta,1,12.5
4529,Pereira,3,14.1
4530,Tunja,3,19.8
4531,Santa Marta,2,7.6
4532,Valledupar,3,23.9
4533,Bogotá,5,8.9
4534,Santa Marta,3,12.6
4535,Pasto,5,22.3
4536,Pasto,5,19.6
4537,Bucaramanga,4,24.8
4538,Pasto,2,24.7
4539,Sincelejo,5,12.6
4540,Neiva,5,7.3
4541,Bogotá,1,21.8
4542,Quibdó,5,5.1
4543,Tunja,1,13.6
4544,Riohacha,4,14.6
4545,Neiva,3,16.6
4546,Barranquilla,5,13.8
4547,Bogotá,3,22.3
4548,Riohacha,1,4.8
4549,Cúcuta,4,10.5
4550,Barranquilla,3,7.4
4551,Mitú,5,13.5
4552,Bogotá,1,20.5
4553,Cartagena,1,19.5
4554,Manizales,3,16.1
4555,Sincelejo,4,22.7
4556,Pereira,4,5.9
4557,Cartagena,1,11.4
4558,Popayán,4,18.8
4559,Neiva,2,22.3
4560,Bucaramanga,3,19.6
4561,Riohacha,2,18.5
4562,Ipiales,5,9.7
4563,Armenia,4,9.5
4564,Popayán,3,13.5
4565,Ipiales,1,23.8
4566,Cali,4,5.4
4567,Riohacha,1,20.7
4568,Ipiales,3,11.4
4569,Mitú,2,17.5
4570,Santa Marta,4,19.1
4571,Pasto,5,8.0
4572,Neiva,5,9.0
4573,Manizales,5,17.8
4574,Armenia,4,8.7
4575,Cali,3,4.6
4576,Pasto,2,15.3
4577,Ibagué,1,7.0
4578,Pereira,5,19.5
4579,Manizales,3,24.3
4580,Quibdó,5,11.7
4581,Popayán,1,14.4
4582,Bucaramanga,1,15.1
4583,Bucaramanga,1,21.5
4584,Pasto,5,16.7
4585,Florencia,1,13.8
4586,Pereira,1,24.6
