vehiculo,ruta,costo
V18,R47,260
V18,R48,398
V18,R49,561
V18,R50,562
V18,R51,529
V18,R52,326
V18,R53,463
V18,R54,393
V18,R55,390
V18,R56,524
V18,R57,519
V18,R58,348
V18,R59,533
V18,R60,554
V18,R61,319
V18,R62,455
V18,R63,553
V18,R64,527
V18,R65,403
V18,R66,422
V18,R67,484
V18,R68,573
V18,R69,308
V18,R70,310
V18,R71,580
V18,R72,533
V18,R73,514
V18,R74,320
V18,R75,479
V18,R76,485
V18,R77,314
V18,R78,467
V18,R79,547
V18,R80,340
V18,R81,326
V18,R82,526
V18,R83,260
V18,R84,347
V18,R85,322
V18,R86,286
V18,R87,419
V18,R88,298
V18,R89,479
V18,R90,468
V18,R91,482
V18,R92,407
V18,R93,425
V18,R94,346
V18,R95,522
V18,R96,296
V18,R97,351
V18,R98,368
V18,R99,479
V18,R100,567
V19,R1,358
V19,R2,426
V19,R3,403
V19,R4,430
V19,R5,334
V19,R6,424
V19,R7,425
V19,R8,485
V19,R9,286
V19,R10,575
V19,R11,526
V19,R12,281
V19,R13,441
V19,R14,421
V19,R15,549
V19,R16,487
V19,R17,333
V19,R18,374
V19,R19,260
V19,R20,364
V19,R21,355
V19,R22,449
V19,R23,320
V19,R24,437
V19,R25,313
V19,R26,451
V19,R27,526
V19,R28,292
V19,R29,349
V19,R30,477
V19,R31,502
V19,R32,556
V19,R33,548
V19,R34,431
V19,R35,408
V19,R36,320
V19,R37,471
V19,R38,275
V19,R39,473
V19,R40,533
V19,R41,442
V19,R42,334
V19,R43,457
V19,R44,299
V19,R45,580
V19,R46,526
V19,R47,580
V19,R48,408
V19,R49,377
V19,R50,317
V19,R51,478
V19,R52,333
V19,R53,419
V19,R54,493
V19,R55,459
V19,R56,279
V19,R57,460
V19,R58,580
V19,R59,521
V19,R60,513
V19,R61,283
V19,R62,455
V19,R63,396
V19,R64,312
V19,R65,500
V19,R66,471
V19,R67,273
V19,R68,357
V19,R69,522
V19,R70,479
V19,R71,454
V19,R72,391
V19,R73,381
V19,R74,289
V19,R75,441
V19,R76,412
V19,R77,294
V19,R78,311
V19,R79,338
V19,R80,390
V19,R81,578
V19,R82,486
V19,R83,457
V19,R84,521
V19,R85,329
V19,R86,393
V19,R87,367
V19,R88,445
V19,R89,272
V19,R90,435
V19,R91,334
V19,R92,559
V19,R93,324
V19,R94,447
V19,R95,442
V19,R96,346
V19,R97,374
V19,R98,579
V19,R99,283
V19,R100,421
V20,R1,495
V20,R2,375
V20,R3,472
V20,R4,397
V20,R5,580
V20,R6,423
V20,R7,344
V20,R8,480
V20,R9,361
V20,R10,365
V20,R11,272
V20,R12,516
V20,R13,574
V20,R14,578
V20,R15,404
V20,R16,577
V20,R17,324
V20,R18,410
V20,R19,441
V20,R20,457
V20,R21,342
V20,R22,404
V20,R23,279
V20,R24,574
V20,R25,486
V20,R26,346
V20,R27,475
V20,R28,304
V20,R29,409
V20,R30,296
V20,R31,580
V20,R32,261
V20,R33,517
V20,R34,285
V20,R35,534
V20,R36,571
V20,R37,466
V20,R38,329
V20,R39,580
V20,R40,440
V20,R41,512
V20,R42,341
V20,R43,481
V20,R44,529
V20,R45,367
V20,R46,298
V20,R47,510
V20,R48,526
V20,R49,526
V20,R50,260
V20,R51,341
V20,R52,319
V20,R53,330
V20,R54,260
V20,R55,426
V20,R56,479
V20,R57,428
V20,R58,431
V20,R59,314
V20,R60,309
V20,R61,483
V20,R62,379
V20,R63,402
V20,R64,526
V20,R65,270
V20,R66,523
V20,R67,580
V20,R68,423
V20,R69,404
V20,R70,309
V20,R71,303
V20,R72,328
V20,R73,478
V20,R74,580
V20,R75,388
V20,R76,332
V20,R77,415
V20,R78,431
V20,R79,375
V20,R80,264
V20,R81,526
V20,R82,495
V20,R83,420
V20,R84,426
V20,R85,325
V20,R86,353
V20,R87,458
V20,R88,543
V20,R89,493
V20,R90,378
V20,R91,318
V20,R92,329
V20,R93,352
V20,R94,549
V20,R95,347
V20,R96,580
V20,R97,351
V20,R98,550
V20,R99,345
V20,R100,260
V21,R1,428
V21,R2,260
V21,R3,397
V21,R4,418
V21,R5,446
V21,R6,341
V21,R7,456
V21,R8,489
V21,R9,580
V21,R10,529
V21,R11,558
V21,R12,297
V21,R13,473
V21,R14,503
V21,R15,411
V21,R16,462
V21,R17,476
V21,R18,507
V21,R19,260
V21,R20,457
V21,R21,458
V21,R22,463
V21,R23,544
V21,R24,311
V21,R25,314
V21,R26,366
V21,R27,428
V21,R28,451
V21,R29,276
V21,R30,409
V21,R31,432
V21,R32,565
V21,R33,424
V21,R34,359
V21,R35,573
V21,R36,568
V21,R37,333
V21,R38,292
V21,R39,489
V21,R40,312
V21,R41,373
V21,R42,367
V21,R43,478
V21,R44,485
V21,R45,431
V21,R46,406
V21,R47,260
V21,R48,418
V21,R49,284
V21,R50,440
V21,R51,446
V21,R52,544
V21,R53,481
V21,R54,360
V21,R55,463
V21,R56,273
V21,R57,379
V21,R58,314
V21,R59,320
V21,R60,495
V21,R61,434
V21,R62,445
V21,R63,421
V21,R64,479
V21,R65,365
V21,R66,342
V21,R67,427
V21,R68,526
V21,R69,371
V21,R70,434
V21,R71,347
V21,R72,382
V21,R73,507
V21,R74,304
V21,R75,309
V21,R76,478
V21,R77,289
V21,R78,489
V21,R79,356
V21,R80,577
V21,R81,406
V21,R82,292
V21,R83,520
V21,R84,335
V21,R85,278
V21,R86,323
V21,R87,281
V21,R88,545
V21,R89,351
V21,R90,357
V21,R91,330
V21,R92,284
V21,R93,358
V21,R94,334
V21,R95,489
V21,R96,576
V21,R97,370
V21,R98,465
V21,R99,359
V21,R100,529
V22,R1,505
V22,R2,448
V22,R3,580
V22,R4,553
V22,R5,437
V22,R6,290
V22,R7,442
V22,R8,478
V22,R9,331
V22,R10,340
V22,R11,490
V22,R12,580
V22,R13,498
V22,R14,370
V22,R15,380
V22,R16,365
V22,R17,464
V22,R18,536
V22,R19,375
V22,R20,464
V22,R21,299
V22,R22,550
V22,R23,288
V22,R24,567
V22,R25,337
V22,R26,323
V22,R27,392
V22,R28,497
V22,R29,275
V22,R30,488
V22,R31,580
V22,R32,562
V22,R33,265
V22,R34,570
V22,R35,458
V22,R36,489
V22,R37,278
V22,R38,379
V22,R39,338
V22,R40,401
V22,R41,580
V22,R42,464
V22,R43,434
V22,R44,348
V22,R45,271
V22,R46,397
V22,R47,505
V22,R48,271
V22,R49,260
V22,R50,422
V22,R51,298
V22,R52,260
V22,R53,347
V22,R54,420
V22,R55,419
V22,R56,309
V22,R57,541
V22,R58,568
V22,R59,390
V22,R60,295
V22,R61,345
V22,R62,285
V22,R63,342
V22,R64,260
V22,R65,260
V22,R66,482
V22,R67,528
V22,R68,336
V22,R69,274
V22,R70,349
V22,R71,364
V22,R72,561
V22,R73,435
V22,R74,355
V22,R75,274
V22,R76,467
V22,R77,470
V22,R78,487
V22,R79,387
V22,R80,297
V22,R81,408
V22,R82,333
V22,R83,291
V22,R84,356
V22,R85,369
V22,R86,580
V22,R87,405
V22,R88,389
V22,R89,353
V22,R90,391
V22,R91,474
V22,R92,287
V22,R93,409
V22,R94,342
V22,R95,461
V22,R96,364
V22,R97,348
V22,R98,560
V22,R99,294
V22,R100,383
V23,R1,506
V23,R2,499
V23,R3,356
V23,R4,365
V23,R5,457
V23,R6,506
V23,R7,508
V23,R8,395
V23,R9,461
V23,R10,311
V23,R11,355
V23,R12,479
V23,R13,347
V23,R14,542
V23,R15,463
V23,R16,260
V23,R17,580
V23,R18,286
V23,R19,374
V23,R20,454
V23,R21,274
V23,R22,355
V23,R23,391
V23,R24,311
V23,R25,319
V23,R26,394
V23,R27,498
V23,R28,354
V23,R29,538
V23,R30,419
V23,R31,484
V23,R32,381
V23,R33,533
V23,R34,491
V23,R35,403
V23,R36,445
V23,R37,524
V23,R38,459
V23,R39,490
V23,R40,563
V23,R41,383
V23,R42,511
V23,R43,418
V23,R44,296
V23,R45,464
V23,R46,580
V23,R47,578
V23,R48,519
V23,R49,565
V23,R50,428
V23,R51,580
V23,R52,301
V23,R53,471
V23,R54,402
V23,R55,520
V23,R56,498
V23,R57,375
V23,R58,455
V23,R59,391
V23,R60,545
V23,R61,560
V23,R62,299
V23,R63,296
V23,R64,543
V23,R65,493
V23,R66,388
V23,R67,425
V23,R68,502
V23,R69,424
V23,R70,315
V23,R71,355
V23,R72,354
V23,R73,531
V23,R74,517
V23,R75,301
V23,R76,307
V23,R77,291
V23,R78,439
V23,R79,544
V23,R80,320
V23,R81,463
V23,R82,338
V23,R83,457
V23,R84,512
V23,R85,271
V23,R86,304
V23,R87,396
V23,R88,276
V23,R89,580
V23,R90,551
V23,R91,495
V23,R92,386
V23,R93,304
V23,R94,271
V23,R95,418
V23,R96,299
V23,R97,402
V23,R98,413
V23,R99,416
V23,R100,578
V24,R1,551
V24,R2,297
V24,R3,427
V24,R4,378
V24,R5,404
V24,R6,431
V24,R7,457
V24,R8,351
V24,R9,580
V24,R10,313
V24,R11,507
V24,R12,482
V24,R13,501
V24,R14,432
V24,R15,580
V24,R16,311
V24,R17,338
V24,R18,305
V24,R19,578
V24,R20,300
V24,R21,381
V24,R22,462
V24,R23,342
V24,R24,477
V24,R25,577
V24,R26,330
V24,R27,342
V24,R28,348
V24,R29,490
V24,R30,461
V24,R31,434
V24,R32,281
V24,R33,321
V24,R34,541
V24,R35,580
V24,R36,408
V24,R37,424
V24,R38,458
V24,R39,369
V24,R40,427
V24,R41,407
V24,R42,424
V24,R43,319
V24,R44,580
V24,R45,552
V24,R46,455
V24,R47,352
V24,R48,557
V24,R49,345
V24,R50,372
V24,R51,567
V24,R52,388
V24,R53,507
V24,R54,486
V24,R55,507
V24,R56,464
V24,R57,566
V24,R58,405
V24,R59,519
V24,R60,302
V24,R61,440
V24,R62,314
V24,R63,377
V24,R64,441
V24,R65,516
V24,R66,374
V24,R67,456
V24,R68,414
V24,R69,567
V24,R70,319
V24,R71,567
V24,R72,391
V24,R73,376
V24,R74,515
V24,R75,489
V24,R76,330
V24,R77,383
V24,R78,534
V24,R79,360
V24,R80,562
V24,R81,547
V24,R82,364
V24,R83,423
V24,R84,390
V24,R85,363
V24,R86,491
V24,R87,329
V24,R88,347
V24,R89,567
V24,R90,260
V24,R91,346
V24,R92,424
V24,R93,431
V24,R94,480
V24,R95,396
V24,R96,430
V24,R97,434
V24,R98,563
V24,R99,305
V24,R100,388
V25,R1,439
V25,R2,359
V25,R3,369
V25,R4,480
V25,R5,419
V25,R6,260
V25,R7,406
V25,R8,398
V25,R9,419
V25,R10,260
V25,R11,413
V25,R12,529
V25,R13,414
V25,R14,315
V25,R15,372
V25,R16,287
V25,R17,456
V25,R18,503
V25,R19,504
V25,R20,540
V25,R21,367
V25,R22,275
V25,R23,495
V25,R24,580
V25,R25,555
V25,R26,413
V25,R27,345
V25,R28,462
V25,R29,260
V25,R30,260
V25,R31,313
V25,R32,349
V25,R33,532
V25,R34,409
V25,R35,428
V25,R36,499
V25,R37,435
V25,R38,452
V25,R39,260
V25,R40,378
V25,R41,317
V25,R42,502
V25,R43,399
V25,R44,332
V25,R45,496
V25,R46,464
V25,R47,312
V25,R48,340
V25,R49,524
V25,R50,342
V25,R51,496
V25,R52,519
V25,R53,523
V25,R54,558
V25,R55,369
V25,R56,421
V25,R57,420
V25,R58,357
V25,R59,339
V25,R60,260
V25,R61,295
V25,R62,397
V25,R63,450
V25,R64,427
V25,R65,429
V25,R66,425
V25,R67,260
V25,R68,355
V25,R69,486
V25,R70,479
V25,R71,334
V25,R72,369
V25,R73,373
V25,R74,476
V25,R75,260
V25,R76,298
V25,R77,580
V25,R78,505
V25,R79,435
V25,R80,260
V25,R81,501
V25,R82,324
V25,R83,283
V25,R84,529
V25,R85,312
V25,R86,294
V25,R87,263
V25,R88,574
V25,R89,269
V25,R90,439
V25,R91,489
V25,R92,351
V25,R93,503
V25,R94,274
V25,R95,483
V25,R96,348
V25,R97,446
V25,R98,347
V25,R99,391
V25,R100,485
V26,R1,414
V26,R2,361
V26,R3,344
V26,R4,485
V26,R5,405
V26,R6,530
V26,R7,308
V26,R8,420
V26,R9,260
V26,R10,260
V26,R11,496
V26,R12,343
V26,R13,331
V26,R14,440
V26,R15,460
V26,R16,365
V26,R17,437
V26,R18,350
V26,R19,334
V26,R20,339
V26,R21,465
V26,R22,352
V26,R23,355
V26,R24,361
V26,R25,418
V26,R26,343
V26,R27,537
V26,R28,430
V26,R29,544
V26,R30,527
V26,R31,330
V26,R32,260
V26,R33,260
V26,R34,401
V26,R35,292
V26,R36,532
V26,R37,302
V26,R38,365
V26,R39,407
V26,R40,421
V26,R41,428
V26,R42,486
V26,R43,376
V26,R44,354
V26,R45,286
V26,R46,349
V26,R47,411
V26,R48,470
V26,R49,335
V26,R50,428
V26,R51,422
V26,R52,580
V26,R53,579
V26,R54,488
V26,R55,386
V26,R56,497
V26,R57,300
V26,R58,381
V26,R59,504
V26,R60,260
V26,R61,419
V26,R62,284
V26,R63,311
V26,R64,340
V26,R65,483
V26,R66,403
V26,R67,555
V26,R68,462
V26,R69,452
V26,R70,261
V26,R71,332
V26,R72,510
V26,R73,313
V26,R74,397
V26,R75,389
V26,R76,405
V26,R77,580
V26,R78,529
V26,R79,517
V26,R80,452
V26,R81,435
V26,R82,267
V26,R83,260
V26,R84,397
V26,R85,522
V26,R86,523
V26,R87,491
V26,R88,342
V26,R89,461
V26,R90,504
V26,R91,372
V26,R92,314
V26,R93,420
V26,R94,421
V26,R95,296
V26,R96,572
V26,R97,479
V26,R98,555
V26,R99,308
V26,R100,405
V27,R1,580
V27,R2,318
V27,R3,482
V27,R4,407
V27,R5,358
V27,R6,379
V27,R7,346
V27,R8,304
V27,R9,350
V27,R10,317
V27,R11,580
V27,R12,307
V27,R13,314
V27,R14,514
V27,R15,408
V27,R16,516
V27,R17,530
V27,R18,507
V27,R19,394
V27,R20,266
V27,R21,538
V27,R22,367
V27,R23,335
V27,R24,312
V27,R25,472
V27,R26,425
V27,R27,449
V27,R28,456
V27,R29,428
V27,R30,355
V27,R31,350
V27,R32,496
V27,R33,377
V27,R34,580
V27,R35,465
V27,R36,536
V27,R37,538
V27,R38,273
V27,R39,520
V27,R40,470
V27,R41,371
V27,R42,569
V27,R43,471
V27,R44,410
V27,R45,368
V27,R46,451
V27,R47,486
V27,R48,307
V27,R49,391
V27,R50,493
V27,R51,296
V27,R52,393
V27,R53,580
V27,R54,346
V27,R55,406
V27,R56,296
V27,R57,405
V27,R58,433
V27,R59,279
V27,R60,563
V27,R61,433
V27,R62,473
V27,R63,325
V27,R64,336
V27,R65,493
V27,R66,577
V27,R67,386
V27,R68,439
V27,R69,580
V27,R70,439
V27,R71,385
V27,R72,496
V27,R73,447
V27,R74,375
V27,R75,312
V27,R76,290
V27,R77,526
V27,R78,357
V27,R79,515
V27,R80,392
V27,R81,260
V27,R82,401
V27,R83,469
V27,R84,479
V27,R85,556
V27,R86,426
V27,R87,486
V27,R88,448
V27,R89,363
V27,R90,486
V27,R91,415
V27,R92,399
V27,R93,468
V27,R94,503
V27,R95,440
V27,R96,468
V27,R97,507
V27,R98,360
V27,R99,562
V27,R100,463
V28,R1,260
V28,R2,306
V28,R3,553
V28,R4,386
V28,R5,434
V28,R6,469
V28,R7,401
V28,R8,483
V28,R9,319
V28,R10,528
V28,R11,524
V28,R12,573
V28,R13,466
V28,R14,399
V28,R15,431
V28,R16,346
V28,R17,435
V28,R18,508
V28,R19,502
V28,R20,291
V28,R21,332
V28,R22,580
V28,R23,503
V28,R24,375
V28,R25,507
V28,R26,386
V28,R27,556
V28,R28,449
V28,R29,419
V28,R30,482
V28,R31,260
V28,R32,267
V28,R33,306
V28,R34,260
V28,R35,545
V28,R36,326
V28,R37,455
V28,R38,395
V28,R39,339
V28,R40,563
V28,R41,535
V28,R42,260
V28,R43,279
V28,R44,335
V28,R45,304
V28,R46,384
V28,R47,580
V28,R48,580
V28,R49,444
V28,R50,434
V28,R51,280
V28,R52,533
V28,R53,317
V28,R54,352
V28,R55,339
V28,R56,433
V28,R57,463
V28,R58,289
V28,R59,260
V28,R60,460
V28,R61,551
V28,R62,427
V28,R63,490
V28,R64,500
V28,R65,580
V28,R66,434
V28,R67,353
V28,R68,428
V28,R69,536
V28,R70,328
V28,R71,404
V28,R72,316
V28,R73,303
V28,R74,469
V28,R75,332
V28,R76,323
V28,R77,565
V28,R78,269
V28,R79,497
V28,R80,476
V28,R81,528
V28,R82,458
V28,R83,467
V28,R84,335
V28,R85,276
V28,R86,431
V28,R87,320
V28,R88,453
V28,R89,305
V28,R90,469
V28,R91,445
V28,R92,512
V28,R93,489
V28,R94,420
V28,R95,368
V28,R96,376
V28,R97,400
V28,R98,341
V28,R99,299
V28,R100,350
V29,R1,362
V29,R2,385
V29,R3,357
V29,R4,316
V29,R5,482
V29,R6,499
V29,R7,572
V29,R8,279
V29,R9,521
V29,R10,299
V29,R11,554
V29,R12,371
V29,R13,428
V29,R14,552
V29,R15,363
V29,R16,336
V29,R17,393
V29,R18,539
V29,R19,387
V29,R20,431
V29,R21,331
V29,R22,472
V29,R23,538
V29,R24,567
V29,R25,361
V29,R26,405
V29,R27,445
V29,R28,543
V29,R29,518
V29,R30,437
V29,R31,431
V29,R32,328
V29,R33,401
V29,R34,539
V29,R35,400
V29,R36,497
V29,R37,446
V29,R38,260
V29,R39,501
V29,R40,322
V29,R41,558
V29,R42,513
V29,R43,420
V29,R44,367
V29,R45,497
V29,R46,466
V29,R47,320
V29,R48,476
V29,R49,464
V29,R50,486
V29,R51,498
V29,R52,361
V29,R53,436
V29,R54,553
V29,R55,456
V29,R56,380
V29,R57,428
V29,R58,438
V29,R59,441
V29,R60,426
V29,R61,285
V29,R62,454
V29,R63,336
V29,R64,387
V29,R65,522
V29,R66,438
V29,R67,339
V29,R68,574
V29,R69,292
V29,R70,389
V29,R71,419
V29,R72,384
V29,R73,525
V29,R74,371
V29,R75,392
V29,R76,476
V29,R77,260
V29,R78,308
V29,R79,480
V29,R80,514
V29,R81,297
V29,R82,562
V29,R83,532
V29,R84,305
V29,R85,414
V29,R86,329
V29,R87,351
V29,R88,450
V29,R89,289
V29,R90,422
V29,R91,315
V29,R92,466
V29,R93,440
V29,R94,481
V29,R95,501
V29,R96,359
V29,R97,561
V29,R98,429
V29,R99,444
V29,R100,260
V30,R1,552
V30,R2,260
V30,R3,304
V30,R4,409
V30,R5,260
V30,R6,428
V30,R7,451
V30,R8,318
V30,R9,534
V30,R10,347
V30,R11,519
V30,R12,495
V30,R13,568
V30,R14,341
V30,R15,475
V30,R16,580
V30,R17,449
V30,R18,301
V30,R19,457
V30,R20,425
V30,R21,451
V30,R22,402
V30,R23,492
V30,R24,527
V30,R25,353
V30,R26,513
V30,R27,494
V30,R28,337
V30,R29,342
V30,R30,284
V30,R31,523
V30,R32,260
V30,R33,296
V30,R34,454
V30,R35,317
V30,R36,332
V30,R37,526
V30,R38,539
V30,R39,471
V30,R40,497
V30,R41,306
V30,R42,268
V30,R43,513
V30,R44,397
V30,R45,508
V30,R46,580
V30,R47,313
V30,R48,401
V30,R49,403
V30,R50,472
V30,R51,555
V30,R52,319
V30,R53,429
V30,R54,491
V30,R55,580
V30,R56,545
V30,R57,530
V30,R58,260
V30,R59,379
V30,R60,370
V30,R61,399
V30,R62,567
V30,R63,367
V30,R64,431
V30,R65,475
V30,R66,326
V30,R67,348
V30,R68,378
V30,R69,328
V30,R70,477
V30,R71,571
V30,R72,417
V30,R73,348
V30,R74,436
V30,R75,290
V30,R76,301
V30,R77,452
V30,R78,519
V30,R79,580
V30,R80,264
V30,R81,540
V30,R82,351
V30,R83,301
V30,R84,431
V30,R85,260
V30,R86,478
V30,R87,515
V30,R88,523
V30,R89,263
V30,R90,580
V30,R91,334
V30,R92,476
V30,R93,547
V30,R94,371
V30,R95,423
V30,R96,580
V30,R97,439
V30,R98,363
V30,R99,387
V30,R100,382
V31,R1,555
V31,R2,580
V31,R3,566
V31,R4,328
V31,R5,309
V31,R6,277
V31,R7,455
V31,R8,435
V31,R9,263
V31,R10,472
V31,R11,573
V31,R12,373
V31,R13,399
V31,R14,486
V31,R15,408
V31,R16,437
V31,R17,263
V31,R18,516
V31,R19,411
V31,R20,260
V31,R21,368
V31,R22,459
V31,R23,450
V31,R24,291
V31,R25,319
V31,R26,512
V31,R27,482
V31,R28,462
V31,R29,361
V31,R30,270
V31,R31,384
V31,R32,321
V31,R33,451
V31,R34,469
V31,R35,320
V31,R36,328
V31,R37,521
V31,R38,431
V31,R39,385
V31,R40,338
V31,R41,312
V31,R42,449
V31,R43,563
V31,R44,402
V31,R45,335
V31,R46,333
V31,R47,537
V31,R48,561
V31,R49,348
V31,R50,374
V31,R51,572
V31,R52,293
V31,R53,571
V31,R54,358
V31,R55,350
V31,R56,341
V31,R57,554
V31,R58,514
V31,R59,445
V31,R60,517
V31,R61,414
V31,R62,322
V31,R63,496
V31,R64,481
V31,R65,447
V31,R66,367
V31,R67,477
V31,R68,536
V31,R69,549
V31,R70,535
V31,R71,370
V31,R72,318
V31,R73,379
V31,R74,261
V31,R75,448
V31,R76,365
V31,R77,365
V31,R78,532
V31,R79,399
V31,R80,344
V31,R81,260
V31,R82,580
V31,R83,273
V31,R84,331
V31,R85,312
V31,R86,353
V31,R87,397
V31,R88,518
V31,R89,305
V31,R90,344
V31,R91,320
V31,R92,543
V31,R93,454
V31,R94,540
V31,R95,551
V31,R96,528
V31,R97,505
V31,R98,557
V31,R99,311
V31,R100,343
V32,R1,369
V32,R2,417
V32,R3,484
V32,R4,498
V32,R5,499
V32,R6,403
V32,R7,260
V32,R8,448
V32,R9,372
V32,R10,381
V32,R11,330
V32,R12,353
V32,R13,440
V32,R14,466
V32,R15,539
V32,R16,575
V32,R17,552
V32,R18,260
V32,R19,512
V32,R20,495
V32,R21,453
V32,R22,358
V32,R23,343
V32,R24,470
V32,R25,502
V32,R26,377
V32,R27,536
V32,R28,423
V32,R29,424
V32,R30,580
V32,R31,536
V32,R32,559
V32,R33,480
V32,R34,486
V32,R35,311
V32,R36,307
V32,R37,531
V32,R38,462
V32,R39,358
V32,R40,339
V32,R41,496
V32,R42,343
V32,R43,313
V32,R44,443
V32,R45,580
V32,R46,544
V32,R47,478
V32,R48,492
V32,R49,284
V32,R50,446
V32,R51,580
V32,R52,507
V32,R53,332
V32,R54,363
V32,R55,260
V32,R56,364
V32,R57,511
V32,R58,452
V32,R59,486
V32,R60,460
V32,R61,322
V32,R62,395
V32,R63,555
V32,R64,447
V32,R65,454
V32,R66,405
V32,R67,404
V32,R68,500
V32,R69,456
V32,R70,490
V32,R71,412
V32,R72,299
V32,R73,476
V32,R74,288
V32,R75,405
V32,R76,415
V32,R77,505
V32,R78,345
V32,R79,439
V32,R80,329
V32,R81,260
V32,R82,519
V32,R83,260
V32,R84,411
V32,R85,521
V32,R86,498
V32,R87,261
V32,R88,487
V32,R89,384
V32,R90,464
V32,R91,402
V32,R92,260
V32,R93,410
V32,R94,295
V32,R95,528
V32,R96,524
V32,R97,482
V32,R98,280
V32,R99,305
V32,R100,394
V33,R1,321
V33,R2,430
V33,R3,315
V33,R4,561
V33,R5,554
V33,R6,580
V33,R7,484
V33,R8,260
V33,R9,437
V33,R10,402
V33,R11,469
V33,R12,503
V33,R13,493
V33,R14,260
V33,R15,350
V33,R16,326
V33,R17,517
V33,R18,497
V33,R19,305
V33,R20,260
V33,R21,375
V33,R22,454
V33,R23,421
V33,R24,310
V33,R25,533
V33,R26,488
V33,R27,358
V33,R28,357
V33,R29,561
V33,R30,508
V33,R31,301
V33,R32,336
V33,R33,437
V33,R34,318
V33,R35,382
V33,R36,563
V33,R37,280
V33,R38,411
V33,R39,518
V33,R40,379
V33,R41,430
V33,R42,276
V33,R43,291
V33,R44,417
V33,R45,398
V33,R46,452
V33,R47,296
V33,R48,297
V33,R49,479
V33,R50,413
V33,R51,446
V33,R52,348
V33,R53,277
V33,R54,391
V33,R55,331
V33,R56,544
V33,R57,460
V33,R58,275
V33,R59,290
V33,R60,517
V33,R61,430
V33,R62,397
V33,R63,443
V33,R64,412
V33,R65,430
V33,R66,281
V33,R67,356
V33,R68,568
V33,R69,312
V33,R70,427
V33,R71,533
V33,R72,295
V33,R73,543
V33,R74,312
V33,R75,531
V33,R76,268
V33,R77,443
V33,R78,477
V33,R79,462
V33,R80,525
V33,R81,306
V33,R82,554
V33,R83,533
V33,R84,549
V33,R85,466
V33,R86,375
V33,R87,576
V33,R88,533
V33,R89,277
V33,R90,501
V33,R91,517
V33,R92,580
V33,R93,291
V33,R94,464
V33,R95,347
V33,R96,319
V33,R97,368
V33,R98,415
V33,R99,563
V33,R100,580
V34,R1,577
V34,R2,473
V34,R3,543
V34,R4,545
V34,R5,473
V34,R6,454
V34,R7,521
V34,R8,385
V34,R9,391
V34,R10,532
V34,R11,378
V34,R12,358
V34,R13,381
V34,R14,363
V34,R15,281
V34,R16,428
V34,R17,538
V34,R18,354
V34,R19,477
V34,R20,305
V34,R21,569
V34,R22,577
V34,R23,276
V34,R24,446
V34,R25,414
V34,R26,293
V34,R27,503
V34,R28,291
V34,R29,434
V34,R30,359
V34,R31,314
V34,R32,415
V34,R33,551
V34,R34,368
V34,R35,308
V34,R36,484
V34,R37,526
V34,R38,387
V34,R39,310
V34,R40,269
V34,R41,364
V34,R42,405
V34,R43,286
V34,R44,357
V34,R45,561
V34,R46,573
V34,R47,344
V34,R48,288
V34,R49,379
V34,R50,327
V34,R51,465
V34,R52,576
V34,R53,324
V34,R54,276
V34,R55,362
V34,R56,549
V34,R57,470
V34,R58,330
V34,R59,502
V34,R60,295
V34,R61,301
V34,R62,482
V34,R63,524
V34,R64,449
V34,R65,525
V34,R66,520
V34,R67,449
V34,R68,505
V34,R69,436
V34,R70,428
V34,R71,443
V34,R72,309
V34,R73,260
V34,R74,291
V34,R75,260
V34,R76,378
V34,R77,306
V34,R78,443
V34,R79,453
V34,R80,350
V34,R81,536
V34,R82,368
V34,R83,443
V34,R84,429
V34,R85,482
V34,R86,316
V34,R87,276
V34,R88,422
V34,R89,527
V34,R90,263
V34,R91,580
V34,R92,556
V34,R93,346
V34,R94,463
V34,R95,474
V34,R96,320
V34,R97,503
V34,R98,544
V34,R99,504
V34,R100,504
V35,R1,398
V35,R2,566
V35,R3,550
V35,R4,326
V35,R5,496
V35,R6,361
V35,R7,528
V35,R8,404
V35,R9,505
V35,R10,391
V35,R11,558
V35,R12,565
V35,R13,489
V35,R14,413
V35,R15,383
V35,R16,381
V35,R17,580
V35,R18,440
V35,R19,580
V35,R20,260
V35,R21,477
V35,R22,306
V35,R23,268
V35,R24,301
V35,R25,494
V35,R26,482
V35,R27,343
V35,R28,529
V35,R29,305
V35,R30,506
V35,R31,415
V35,R32,260
V35,R33,379
V35,R34,289
V35,R35,376
V35,R36,557
V35,R37,376
V35,R38,555
V35,R39,421
V35,R40,424
V35,R41,568
V35,R42,491
V35,R43,538
V35,R44,461
V35,R45,415
V35,R46,361
V35,R47,577
V35,R48,580
V35,R49,262
V35,R50,260
V35,R51,542
V35,R52,534
V35,R53,555
V35,R54,439
V35,R55,506
V35,R56,425
V35,R57,414
V35,R58,356
V35,R59,365
V35,R60,358
V35,R61,428
V35,R62,564
V35,R63,500
V35,R64,485
V35,R65,439
V35,R66,533
V35,R67,273
V35,R68,467
V35,R69,580
V35,R70,436
V35,R71,333
V35,R72,344
V35,R73,436
V35,R74,414
V35,R75,515
V35,R76,289
V35,R77,402
V35,R78,537
V35,R79,415
V35,R80,580
V35,R81,476
V35,R82,417
V35,R83,496
V35,R84,301
V35,R85,460
V35,R86,384
V35,R87,541
V35,R88,474
V35,R89,509
V35,R90,580
V35,R91,288
V35,R92,285
V35,R93,496
V35,R94,427
